63849	55611	820256	1.0
69848	188785	820257	0.574032
820138	62448	820257	0.605643
63849	383291	820257	0.567315
72552	63849	63842	1.0
45101	56737	820267	0.717348
46541	56737	820267	0.607556
47013	55978	820267	0.615143
47013	56272	820267	0.645322
47664	52606	820267	0.470516
45101	56272	820267	0.536394
47664	56737	820267	0.630374
47013	56980	820267	0.604859
47664	52640	820267	0.350338
45101	45565	820267	0.557133
47013	56737	820267	0.813931
46454	56737	820267	0.483233
47013	45565	820267	0.656536
62998	46266	820290	0.888132
63360	46266	820290	0.891703
219637	111604	217926	1.0
252875	162666	122305	1.0
8957	19385	19337	1.0
358499	136147	820427	1.0
63998	295910	820363	0.655509
69848	295910	820363	0.792584
63849	384918	820363	0.43884
64289	295910	820363	0.792584
64087	295910	820363	0.65411
63849	295910	820363	0.757717
68683	295910	820363	0.64825
19502	384918	820363	0.391137
31936	271831	121389	1.0
380353	52640	820270	0.789184
376400	52640	820270	0.69322
376657	55288	820270	0.555024
89194	56737	820270	0.638469
31936	244872	163247	0.736446
162666	24274	163247	0.771943
38534	38530	37904	1.0
356753	137706	820280	0.614961
356916	137706	820280	0.589102
350781	137772	820280	0.492014
248820	138914	820280	0.618494
359501	138914	820280	0.632577
351801	137706	820423	0.441052
350781	137772	820423	0.886055
350348	137772	820423	0.886055
352986	137772	820423	0.720349
383234	384366	820374	0.88726
383234	384684	820374	0.874935
345420	346274	820376	0.381723
346129	348584	820376	0.295753
348445	347186	820376	0
348584	345420	820376	0
346129	348445	820376	0.798393
346274	296446	820376	0
296446	346274	820376	0.0791663
296446	348502	820376	0
506118	296446	820376	0
348584	296446	820376	0.049897
347186	348445	820376	0.457069
347625	347186	820376	0.240833
348502	348445	820376	0.487655
345420	348445	820376	0.778462
345420	348584	820376	0.226559
296446	506118	820376	0.0095559
376608	51889	820271	0.695692
463014	51889	820271	0.758447
383399	57301	820271	0.657687
60848	52114	820271	0.673727
70876	63839	63838	0.504536
66208	64027	63838	0.506986
93570	69212	63838	0.276975
67510	64854	63838	0.35978
75069	63839	63838	0.539823
67510	67727	63838	0.444363
64720	64027	63838	0.494946
90127	67727	63838	0.335252
65300	64027	63838	0.482193
63841	63839	63838	0.43278
